time,tweet
2020-07-03 04:29:46,b'RT @OptaJoe: 2 - Liverpool\xe2\x80\x99s two heaviest Premier League defeats under J\xc3\xbcrgen Klopp have both been at the Etihad Stadium against Manchester\xe2\x80\xa6'
2020-07-03 04:29:45,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 04:29:42,b'RT @premierleague: Welcoming the \xf0\x9d\x90\x9c\xf0\x9d\x90\xa1\xf0\x9d\x90\x9a\xf0\x9d\x90\xa6\xf0\x9d\x90\xa9\xf0\x9d\x90\xa2\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\xf0\x9d\x90\xac \xf0\x9f\x8c\x9f\n\n#MCILIV https://t.co/mVq3qqi5Sq'
2020-07-03 04:29:41,b'RT @Views09: Who would you prefer in your team?\n1.Retweet for Kevin De Bruyne\n2. Like for Paul Pogba \n#MCILIV https://t.co/iFQ3nV1TAh'
2020-07-03 04:29:33,"b""RT @BettingOddsUK: Leaked footage of Liverpool's pre-match team talk... \xf0\x9f\x8d\xbe\n\n#MCILIV  \n\nhttps://t.co/L1g1bfeSho"""
2020-07-03 04:29:33,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 04:29:26,b'RT @premierleague: Raheem Sterling scored his first #PL goal against Liverpool - in his ninth appearance against them \n\n#MCILIV https://t.c\xe2\x80\xa6'
2020-07-03 04:29:25,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 04:29:22,b'RT @badboysammy_: The Liverpool that showed up vs Man City tonight \xf0\x9f\x98\x82 #MCILIV https://t.co/raeDIIHloK'
2020-07-03 04:29:22,"b'For a bit of context, our 1998 team lost 4-0 to 3rd placed Liverpool after wrapping up the championship, but it was\xe2\x80\xa6 https://t.co/PRAdhRDQBO'"
2020-07-03 04:29:20,b'RT @TheSportSocial: Absolutely mental that Jordan Henderson\xe2\x80\x99s might win Player of the Year ahead of Kevin De Bruyne. If you need help ident\xe2\x80\xa6'
2020-07-03 04:29:19,b'RT @Ru6enn: Klopp n the lads in the changing rooms after match \xf0\x9f\x8d\xbb #MCILIV https://t.co/TJvicZ4D47'
2020-07-03 04:29:17,b'RT @Chief_umar: Gomez going for the wrong ball.\xf0\x9f\x98\x82\n #MCILIV https://t.co/K1x0619r6d'
2020-07-03 04:29:12,b'RT @GWijnaldum: Not our best performance. We\xe2\x80\x99ll make sure we\xe2\x80\x98ll show up strong next time \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe #MCILIV https://t.co/EFnnPECbSI'
2020-07-03 04:28:53,b'RT @fresherr01: This is how you escort a ram to the slaughterhouse \n#MCILIV https://t.co/WTnGJoDPfO'
2020-07-03 04:28:42,b'RT @GWijnaldum: Not our best performance. We\xe2\x80\x99ll make sure we\xe2\x80\x98ll show up strong next time \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe #MCILIV https://t.co/EFnnPECbSI'
2020-07-03 04:28:41,"b""RT @heisTactic: Man City whooping Liverpool's ass like... \n\n#MCILIV https://t.co/5eX9vfeqJU"""
2020-07-03 04:28:40,"b'RT @hamsterbuddies_: Do you love cutest hamster? Type ""Yes"" in the comment section or your retweet &lt;3 \n\n#hamster #pets #Isco #MCILIV #cute\xe2\x80\xa6'"
2020-07-03 04:28:33,"b""So you're telling me cross and inshallah didn't work this time. Tackling is not for everyone it seems \xf0\x9f\x91\x80\n#MCILIV\xe2\x80\xa6 https://t.co/3U1s84VFw1"""
2020-07-03 04:28:30,b'RT @Irunnia_: Mam City gave Liverpool a guard of honor then dishonored them \xf0\x9f\x92\x94 #MCILIV'
2020-07-03 04:28:25,"b""RT @goal: dude what's going on?\n\nlol beats me\n\n#MCILIV https://t.co/HHuVFxf0H6"""
2020-07-03 04:28:21,b'RT @SuperstarAiiko: The Liverpool we expected VS the Liverpool we got\n\n #MCILIV Man City https://t.co/0w8sOTirkk'
2020-07-03 04:28:17,b'RT @montez_hesbon: Liverpool Man City Arsenal Chelsea Man United  #MCILIV #EPL #fridaymorning https://t.co/mRtVMpKsfg'
2020-07-03 04:28:17,b'RT @_stephhani: short story.\n#MCILIV https://t.co/wzr77msO4w'
2020-07-03 04:28:15,b'RT @Views09: Who would you prefer in your team?\n1.Retweet for Kevin De Bruyne\n2. Like for Paul Pogba \n#MCILIV https://t.co/iFQ3nV1TAh'
2020-07-03 04:28:12,b'RT @goal: The champions are HUMBLED.\n\n#MCILIV https://t.co/RfQi5OufQ9'
2020-07-03 04:28:12,b'RT @SnapGoal: GOOOOOOOAL KDB\xf0\x9f\x94\xa5\xf0\x9f\x98\x8d\n\nThe match is live on @BRGoals \n\n#MCILIV\n\n https://t.co/sKxAZCKX26'
2020-07-03 04:28:11,b'RT @premierleague: Welcoming the \xf0\x9d\x90\x9c\xf0\x9d\x90\xa1\xf0\x9d\x90\x9a\xf0\x9d\x90\xa6\xf0\x9d\x90\xa9\xf0\x9d\x90\xa2\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\xf0\x9d\x90\xac \xf0\x9f\x8c\x9f\n\n#MCILIV https://t.co/mVq3qqi5Sq'
2020-07-03 04:28:01,b'RT @GWijnaldum: Not our best performance. We\xe2\x80\x99ll make sure we\xe2\x80\x98ll show up strong next time \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe #MCILIV https://t.co/EFnnPECbSI'
2020-07-03 04:28:01,"b'RT @cityreport_: \xf0\x9f\x86\x9a | #ClassicFixture [17/18]\n\n\xe2\x9e\xa1\xef\xb8\x8f @ManCity 5-0 Liverpool\n\n\xe2\x9a\xbd\xef\xb8\x8f @AgueroSergioKun (24)\n\xe2\x9a\xbd\xef\xb8\x8f @GabrielJesus9 (45+6, 53)\n\xe2\x9a\xbd\xef\xb8\x8f @LeroySan\xe2\x80\xa6'"
2020-07-03 04:27:59,b'RT @goal: The champions are HUMBLED.\n\n#MCILIV https://t.co/RfQi5OufQ9'
2020-07-03 04:27:59,b'RT @rantsnbants: Guard of honour then punched them man in the throat \xf0\x9f\xa4\xa3 this league title needs and asterisk forreal \xf0\x9f\x98\xad #MCILIV'
2020-07-03 04:27:57,b'RT @premierleague: Welcoming the \xf0\x9d\x90\x9c\xf0\x9d\x90\xa1\xf0\x9d\x90\x9a\xf0\x9d\x90\xa6\xf0\x9d\x90\xa9\xf0\x9d\x90\xa2\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\xf0\x9d\x90\xac \xf0\x9f\x8c\x9f\n\n#MCILIV https://t.co/mVq3qqi5Sq'
2020-07-03 04:27:53,b'RT @Views09: Who would you prefer in your team?\n1.Retweet for Kevin De Bruyne\n2. Like for Paul Pogba \n#MCILIV https://t.co/iFQ3nV1TAh'
2020-07-03 04:27:48,b'RT @premierleague: Raheem Sterling scored his first #PL goal against Liverpool - in his ninth appearance against them \n\n#MCILIV https://t.c\xe2\x80\xa6'
2020-07-03 04:27:45,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 04:27:45,b'It looked like the guard of honour wasnt the only thing Manchester City had planned to give to Liverpool last night\xe2\x80\xa6 https://t.co/iesxZOI2iD'
2020-07-03 04:27:41,"b'RT @hamsterbuddies_: Do you love cutest hamster? Type ""Yes"" in the comment section or your retweet &lt;3 \n\n#hamster #pets #Isco #MCILIV #cute\xe2\x80\xa6'"
2020-07-03 04:27:40,b'RT @Views09: Who would you prefer in your team?\n1.Retweet for Kevin De Bruyne\n2. Like for Paul Pogba \n#MCILIV https://t.co/iFQ3nV1TAh'
2020-07-03 04:27:39,b'RT @Anambravirgin: When your enemies prepare a table before you.. So that they can break it\xf0\x9f\x98\xad\n#MCILIV https://t.co/gUubpoU3nK'
2020-07-03 04:27:35,b'RT @SelloTebogo2: Pep is not done with @LFC\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#MCILIV #MCFC https://t.co/GVN78Q9D1L'
2020-07-03 04:27:31,b'RT @MUFCCntrl: I\xe2\x80\x99m a United fan but if Kevin De Bruyne doesn\xe2\x80\x99t get prem player of the year he\xe2\x80\x99s been robbed #MCILIV https://t.co/Luvf0829W7'
2020-07-03 04:27:29,"b'RT @online__pastor: #mompha\nNice concept/creativity \nLike and retweet if you love it\nPC : Wandrographer \nVenita , Seyitan \nDbanj , pablo Es\xe2\x80\xa6'"
2020-07-03 04:27:25,b'RT @LFC: Two hours \xe2\x8f\xb1\n\n\xf0\x9f\x94\x9c #MCILIV https://t.co/d9JaJrUir2'
2020-07-03 04:27:23,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 04:27:22,b'RT @premierleague: \xf0\x9f\x92\xab Kevin De Bruyne has been directly involved in 28 goals this season - more than any other player in the #PL\n\n#MCILIV ht\xe2\x80\xa6'
2020-07-03 04:27:22,b'RT @MirrorFootball: Man City broke Premier League restart protocol with Liverpool guard of honour #MCILIV #LFC #MCFC\nhttps://t.co/tvqDnre6LZ'
2020-07-03 04:27:20,b'RT @Anambravirgin: When your enemies prepare a table before you.. So that they can break it\xf0\x9f\x98\xad\n#MCILIV https://t.co/gUubpoU3nK'
2020-07-03 04:27:16,b'RT @OptaJoe: 2 - Liverpool\xe2\x80\x99s two heaviest Premier League defeats under J\xc3\xbcrgen Klopp have both been at the Etihad Stadium against Manchester\xe2\x80\xa6'
2020-07-03 04:27:16,b'RT @premierleague: Raheem Sterling scored his first #PL goal against Liverpool - in his ninth appearance against them \n\n#MCILIV https://t.c\xe2\x80\xa6'
2020-07-03 04:27:14,"b""RT @goal: Arsenal fans watching Man City's performance tonight knowing they've got them in the FA Cup semis \xf0\x9f\x98\x9f\n\n#MCILIV https://t.co/s6EXeqk\xe2\x80\xa6"""
2020-07-03 04:27:14,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 04:27:10,b'RT @premierleague: Raheem Sterling scored his first #PL goal against Liverpool - in his ninth appearance against them \n\n#MCILIV https://t.c\xe2\x80\xa6'
2020-07-03 04:27:02,b'RT @Irunnia_: Mam City gave Liverpool a guard of honor then dishonored them \xf0\x9f\x92\x94 #MCILIV'
2020-07-03 04:26:49,b'RT @Chief_umar: Gomez going for the wrong ball.\xf0\x9f\x98\x82\n #MCILIV https://t.co/K1x0619r6d'
2020-07-03 04:26:44,b'RT @goal: Sooo...\n\nWho saw that one coming? \xf0\x9f\xa4\xa8\n\n#MCILIV https://t.co/cxQyniSMiU'
2020-07-03 04:26:34,b'Which part of the earth do the hottest men belong to? \xf0\x9f\x98\x8d\xf0\x9f\x94\xa5\xf0\x9f\x92\xaf\n#fridaymorning #BLACKPINK #MCILIV #india #uk #pakistan\xe2\x80\xa6 https://t.co/wSoFsC1RYt'
2020-07-03 04:26:33,b'RT @Chief_umar: Gomez going for the wrong ball.\xf0\x9f\x98\x82\n #MCILIV https://t.co/K1x0619r6d'
2020-07-03 04:26:33,b'RT @jibbyford_: Man City gave Liverpool a guard of honor then dishonored them and made it look like they won the league four nothing \xf0\x9f\x98\x82\xf0\x9f\x92\x94 #MC\xe2\x80\xa6'
2020-07-03 04:26:33,b'RT @rantsnbants: NAAAAH WHO DID THIS?! \xf0\x9f\xa4\xa3 \xe2\x80\x9cgUaRd oF hOnOuR\xe2\x80\x9d #MCILIV https://t.co/wJqEleEU7y'
2020-07-03 04:26:29,b'RT @Zlatan_Ibile: On our way to solve the matter chai this is getting unbearable 4:0 #MCILIV https://t.co/VP2YiJx1n0'
2020-07-03 04:26:27,b'RT @premierleague: Raheem Sterling scored his first #PL goal against Liverpool - in his ninth appearance against them \n\n#MCILIV https://t.c\xe2\x80\xa6'
2020-07-03 04:26:22,b'RT @ad_farouq: Giveaway! Giveaway!!\n\nThe first person to get 700 rts within 24hrs wil get one of our classic Diesel frm the thread + 1k air\xe2\x80\xa6'
2020-07-03 04:26:20,"b""RT @king_Josh257: Miss the ball btw don't miss the balls \xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85 #MCILIV https://t.co/BD20u3GHdz"""
2020-07-03 04:26:14,b'RT @GWijnaldum: Not our best performance. We\xe2\x80\x99ll make sure we\xe2\x80\x98ll show up strong next time \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe #MCILIV https://t.co/EFnnPECbSI'
2020-07-03 04:26:13,b'RT @LFC: The Reds are out to a guard of honour at the Etihad \xf0\x9f\x91\x8f\xf0\x9f\x94\xb4\n\n#MCILIV https://t.co/oVuEuBUR0n'
2020-07-03 04:26:11,b'RT @_stephhani: short story.\n#MCILIV https://t.co/wzr77msO4w'
2020-07-03 04:26:10,"b'Boyz misunderstood Klopp when he said they will attack the title next season, they thought attack starts next game.\xe2\x80\xa6 https://t.co/OjNqdL1CFo'"
2020-07-03 04:26:09,b'RT @jibbyford_: Man City gave Liverpool a guard of honor then dishonored them and made it look like they won the league four nothing \xf0\x9f\x98\x82\xf0\x9f\x92\x94 #MC\xe2\x80\xa6'
2020-07-03 04:26:07,b'RT @Zlatan_Ibile: On our way to solve the matter chai this is getting unbearable 4:0 #MCILIV https://t.co/VP2YiJx1n0'
2020-07-03 04:26:07,b'RT @Anambravirgin: When your enemies prepare a table before you.. So that they can break it\xf0\x9f\x98\xad\n#MCILIV https://t.co/gUubpoU3nK'
2020-07-03 04:25:59,b'RT @Views09: Who would you prefer in your team?\n1.Retweet for Kevin De Bruyne\n2. Like for Paul Pogba \n#MCILIV https://t.co/iFQ3nV1TAh'
